"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"Costas e Bíceps","9 Jun 2025, 11:29","9 Jun 2025, 12:52","","Rosca Martelo Alternada",,"",0,"normal",9,9,,,
"Costas e Bíceps","9 Jun 2025, 11:29","9 Jun 2025, 12:52","","Rosca Martelo Alternada",,"",1,"normal",10,6,,,
"Costas e Bíceps","9 Jun 2025, 11:29","9 Jun 2025, 12:52","","Rosca Martelo Alternada",,"",2,"normal",10,5,,,
"Costas e Bíceps","9 Jun 2025, 11:29","9 Jun 2025, 12:52","","Rosca Direta (Halter)",,"",0,"normal",9,4,,,
"Costas e Bíceps","9 Jun 2025, 11:29","9 Jun 2025, 12:52","","Rosca Direta (Halter)",,"",1,"normal",9,5,,,
"Costas e Bíceps","9 Jun 2025, 11:29","9 Jun 2025, 12:52","","Rosca Direta (Halter)",,"",2,"normal",9,6,,,
"Costas e Bíceps","9 Jun 2025, 11:29","9 Jun 2025, 12:52","","Rosca Scott (Halter)",,"",0,"normal",7,8,,,
"Costas e Bíceps","9 Jun 2025, 11:29","9 Jun 2025, 12:52","","Rosca Scott (Halter)",,"",1,"normal",7,9,,,
"Costas e Bíceps","9 Jun 2025, 11:29","9 Jun 2025, 12:52","","Rosca Scott (Halter)",,"",2,"normal",7,8,,,
"Costas e Bíceps","9 Jun 2025, 11:29","9 Jun 2025, 12:52","","Rosca Inclinada (Halter)",,"",0,"normal",6,6,,,
"Costas e Bíceps","9 Jun 2025, 11:29","9 Jun 2025, 12:52","","Rosca Inclinada (Halter)",,"",1,"normal",6,7,,,
"Costas e Bíceps","9 Jun 2025, 11:29","9 Jun 2025, 12:52","","Rosca Inclinada (Halter)",,"",2,"normal",6,4,,,
"Costas e Bíceps","9 Jun 2025, 11:29","9 Jun 2025, 12:52","","Rosca de Punho (Halter)",,"",0,"normal",6,6,,,
"Costas e Bíceps","9 Jun 2025, 11:29","9 Jun 2025, 12:52","","Rosca de Punho (Halter)",,"",1,"normal",6,2,,,
"Peito e Tríceps","6 Jun 2025, 14:35","6 Jun 2025, 16:14","","Supino Inclinado (Barra)",,"",0,"normal",20,5,,,
"Peito e Tríceps","6 Jun 2025, 14:35","6 Jun 2025, 16:14","","Supino Inclinado (Barra)",,"",1,"normal",20,5,,,
"Peito e Tríceps","6 Jun 2025, 14:35","6 Jun 2025, 16:14","","Supino Inclinado (Barra)",,"",2,"normal",20,4,,,
"Peito e Tríceps","6 Jun 2025, 14:35","6 Jun 2025, 16:14","","Supino (Barra)",,"",0,"normal",20,6,,,
"Peito e Tríceps","6 Jun 2025, 14:35","6 Jun 2025, 16:14","","Supino (Barra)",,"",1,"normal",20,5,,,
"Peito e Tríceps","6 Jun 2025, 14:35","6 Jun 2025, 16:14","","Supino (Barra)",,"",2,"normal",20,5,,,
"Peito e Tríceps","6 Jun 2025, 14:35","6 Jun 2025, 16:14","","Supino Declinado (Barra)",,"",0,"normal",18,8,,,
"Peito e Tríceps","6 Jun 2025, 14:35","6 Jun 2025, 16:14","","Supino Declinado (Barra)",,"",1,"normal",18,8,,,
"Peito e Tríceps","6 Jun 2025, 14:35","6 Jun 2025, 16:14","","Supino Declinado (Barra)",,"",2,"normal",18,7,,,
"Peito e Tríceps","6 Jun 2025, 14:35","6 Jun 2025, 16:14","","Pec Deck",,"",0,"normal",40,5,,,
"Peito e Tríceps","6 Jun 2025, 14:35","6 Jun 2025, 16:14","","Pec Deck",,"",1,"normal",40,4,,,
"Peito e Tríceps","6 Jun 2025, 14:35","6 Jun 2025, 16:14","","Pec Deck",,"",2,"normal",40,4,,,
"Peito e Tríceps","6 Jun 2025, 14:35","6 Jun 2025, 16:14","","Tríceps na Polia com Corda",,"",0,"normal",25,10,,,
"Peito e Tríceps","6 Jun 2025, 14:35","6 Jun 2025, 16:14","","Tríceps na Polia com Corda",,"",1,"normal",30,5,,,
"Peito e Tríceps","6 Jun 2025, 14:35","6 Jun 2025, 16:14","","Tríceps na Polia com Corda",,"",2,"normal",30,5,,,
"Peito e Tríceps","6 Jun 2025, 14:35","6 Jun 2025, 16:14","","Extensão de Tríceps na Polia (Máquina)",,"",0,"normal",10,8,,,
"Peito e Tríceps","6 Jun 2025, 14:35","6 Jun 2025, 16:14","","Extensão de Tríceps na Polia (Máquina)",,"",1,"normal",10,8,,,
"Peito e Tríceps","6 Jun 2025, 14:35","6 Jun 2025, 16:14","","Extensão de Tríceps na Polia (Máquina)",,"",2,"normal",10,7,,,
"Peito e Tríceps","6 Jun 2025, 14:35","6 Jun 2025, 16:14","","Extensão de Punho (Barra)",,"",0,"normal",15,13,,,
"Peito e Tríceps","6 Jun 2025, 14:35","6 Jun 2025, 16:14","","Extensão de Punho (Barra)",,"",1,"normal",15,12,,,
"Peito e Tríceps","6 Jun 2025, 14:35","6 Jun 2025, 16:14","","Extensão de Punho (Barra)",,"",2,"normal",20,5,,,
"Costas e Bíceps","5 Jun 2025, 10:36","5 Jun 2025, 11:45","","Remo Sentado (Máquina)",,"",0,"normal",20,8,,,
"Costas e Bíceps","5 Jun 2025, 10:36","5 Jun 2025, 11:45","","Remo Sentado (Máquina)",,"",1,"normal",25,7,,,
"Costas e Bíceps","5 Jun 2025, 10:36","5 Jun 2025, 11:45","","Remo Sentado (Máquina)",,"",2,"normal",25,6,,,
"Costas e Bíceps","5 Jun 2025, 10:36","5 Jun 2025, 11:45","","Rosca Martelo Alternada",,"",0,"normal",8,8,,,
"Costas e Bíceps","5 Jun 2025, 10:36","5 Jun 2025, 11:45","","Rosca Martelo Alternada",,"",1,"normal",9,6,,,
"Costas e Bíceps","5 Jun 2025, 10:36","5 Jun 2025, 11:45","","Rosca Martelo Alternada",,"",2,"normal",9,5,,,
"Costas e Bíceps","5 Jun 2025, 10:36","5 Jun 2025, 11:45","","Rosca Direta (Halter)",,"",0,"normal",9,5,,,
"Costas e Bíceps","5 Jun 2025, 10:36","5 Jun 2025, 11:45","","Rosca Direta (Halter)",,"",1,"normal",9,5,,,
"Costas e Bíceps","5 Jun 2025, 10:36","5 Jun 2025, 11:45","","Rosca Direta (Halter)",,"",2,"normal",9,4,,,
"Costas e Bíceps","5 Jun 2025, 10:36","5 Jun 2025, 11:45","","Rosca Scott (Halter)",,"",0,"normal",6,9,,,
"Costas e Bíceps","5 Jun 2025, 10:36","5 Jun 2025, 11:45","","Rosca Scott (Halter)",,"",1,"normal",6,9,,,
"Costas e Bíceps","5 Jun 2025, 10:36","5 Jun 2025, 11:45","","Rosca Scott (Halter)",,"",2,"normal",6,8,,,
"Costas e Bíceps","5 Jun 2025, 10:36","5 Jun 2025, 11:45","","Aberturas Invertidas De Ombro Posterior (Na Máquina) ",,"",0,"normal",25,6,,,
"Costas e Bíceps","5 Jun 2025, 10:36","5 Jun 2025, 11:45","","Aberturas Invertidas De Ombro Posterior (Na Máquina) ",,"",1,"normal",25,10,,,
"Costas e Bíceps","5 Jun 2025, 10:36","5 Jun 2025, 11:45","","Aberturas Invertidas De Ombro Posterior (Na Máquina) ",,"",2,"normal",30,6,,,
"Peito e Tríceps","4 Jun 2025, 11:06","4 Jun 2025, 12:40","","Supino (Barra)",,"",0,"normal",14,9,,,
"Peito e Tríceps","4 Jun 2025, 11:06","4 Jun 2025, 12:40","","Supino (Barra)",,"",1,"normal",16,8,,,
"Peito e Tríceps","4 Jun 2025, 11:06","4 Jun 2025, 12:40","","Supino (Barra)",,"",2,"normal",16,7,,,
"Peito e Tríceps","4 Jun 2025, 11:06","4 Jun 2025, 12:40","","Supino Inclinado (Barra)",,"",0,"normal",16,6,,,
"Peito e Tríceps","4 Jun 2025, 11:06","4 Jun 2025, 12:40","","Supino Inclinado (Barra)",,"",1,"normal",16,6,,,
"Peito e Tríceps","4 Jun 2025, 11:06","4 Jun 2025, 12:40","","Supino Inclinado (Barra)",,"",2,"normal",16,6,,,
"Peito e Tríceps","4 Jun 2025, 11:06","4 Jun 2025, 12:40","","Supino Declinado (Barra)",,"",0,"normal",14,8,,,
"Peito e Tríceps","4 Jun 2025, 11:06","4 Jun 2025, 12:40","","Supino Declinado (Barra)",,"",1,"normal",14,7,,,
"Peito e Tríceps","4 Jun 2025, 11:06","4 Jun 2025, 12:40","","Supino Declinado (Barra)",,"",2,"normal",14,6,,,
"Peito e Tríceps","4 Jun 2025, 11:06","4 Jun 2025, 12:40","","Pec Deck",,"",0,"normal",30,8,,,
"Peito e Tríceps","4 Jun 2025, 11:06","4 Jun 2025, 12:40","","Pec Deck",,"",1,"normal",40,5,,,
"Peito e Tríceps","4 Jun 2025, 11:06","4 Jun 2025, 12:40","","Pec Deck",,"",2,"normal",40,4,,,
"Peito e Tríceps","4 Jun 2025, 11:06","4 Jun 2025, 12:40","","Tríceps na Polia com Corda",,"",0,"normal",25,8,,,
"Peito e Tríceps","4 Jun 2025, 11:06","4 Jun 2025, 12:40","","Tríceps na Polia com Corda",,"",1,"normal",25,8,,,
"Peito e Tríceps","4 Jun 2025, 11:06","4 Jun 2025, 12:40","","Tríceps na Polia com Corda",,"",2,"normal",25,7,,,
"Peito e Tríceps","4 Jun 2025, 11:06","4 Jun 2025, 12:40","","Extensão de Tríceps na Polia (Máquina)",,"",0,"normal",15,5,,,
"Peito e Tríceps","4 Jun 2025, 11:06","4 Jun 2025, 12:40","","Extensão de Tríceps na Polia (Máquina)",,"",1,"normal",15,5,,,
"Peito e Tríceps","4 Jun 2025, 11:06","4 Jun 2025, 12:40","","Extensão de Tríceps na Polia (Máquina)",,"",2,"normal",15,5,,,
"Peito e Tríceps","4 Jun 2025, 11:06","4 Jun 2025, 12:40","","Extensão de Punho (Barra)",,"",0,"normal",14,4,,,
"Peito e Tríceps","4 Jun 2025, 11:06","4 Jun 2025, 12:40","","Extensão de Punho (Barra)",,"",1,"normal",14,6,,,
"Peito e Tríceps","4 Jun 2025, 11:06","4 Jun 2025, 12:40","","Extensão de Punho (Barra)",,"",2,"normal",14,5,,,
"Costas e Bíceps","3 Jun 2025, 11:45","3 Jun 2025, 13:01","","Remo Sentado (Máquina)",,"",0,"normal",20,10,,,
"Costas e Bíceps","3 Jun 2025, 11:45","3 Jun 2025, 13:01","","Remo Sentado (Máquina)",,"",1,"normal",25,5,,,
"Costas e Bíceps","3 Jun 2025, 11:45","3 Jun 2025, 13:01","","Remo Sentado (Máquina)",,"",2,"normal",20,14,,,
"Costas e Bíceps","3 Jun 2025, 11:45","3 Jun 2025, 13:01","","Puxada Alta na Polia (Máquina)",,"",0,"normal",25,11,,,
"Costas e Bíceps","3 Jun 2025, 11:45","3 Jun 2025, 13:01","","Puxada Alta na Polia (Máquina)",,"",1,"normal",25,11,,,
"Costas e Bíceps","3 Jun 2025, 11:45","3 Jun 2025, 13:01","","Puxada Alta na Polia (Máquina)",,"",2,"normal",30,7,,,
"Costas e Bíceps","3 Jun 2025, 11:45","3 Jun 2025, 13:01","","Rosca Martelo Alternada",,"",0,"normal",7,10,,,
"Costas e Bíceps","3 Jun 2025, 11:45","3 Jun 2025, 13:01","","Rosca Martelo Alternada",,"",1,"normal",7,9,,,
"Costas e Bíceps","3 Jun 2025, 11:45","3 Jun 2025, 13:01","","Rosca Martelo Alternada",,"",2,"normal",7,10,,,
"Costas e Bíceps","3 Jun 2025, 11:45","3 Jun 2025, 13:01","","Rosca Direta (Halter)",,"",0,"normal",7,6,,,
"Costas e Bíceps","3 Jun 2025, 11:45","3 Jun 2025, 13:01","","Rosca Direta (Halter)",,"",1,"normal",7,6,,,
"Costas e Bíceps","3 Jun 2025, 11:45","3 Jun 2025, 13:01","","Rosca Direta (Halter)",,"",2,"normal",7,5,,,
"Costas e Bíceps","3 Jun 2025, 11:45","3 Jun 2025, 13:01","","Rosca Inclinada (Halter)",,"",0,"normal",5,9,,,
"Costas e Bíceps","3 Jun 2025, 11:45","3 Jun 2025, 13:01","","Rosca Inclinada (Halter)",,"",1,"normal",5,8,,,
"Costas e Bíceps","3 Jun 2025, 11:45","3 Jun 2025, 13:01","","Rosca Inclinada (Halter)",,"",2,"normal",5,7,,,
"Costas e Bíceps","3 Jun 2025, 11:45","3 Jun 2025, 13:01","","Rosca Scott (Halter)",,"",0,"normal",5,5,,,
"Costas e Bíceps","3 Jun 2025, 11:45","3 Jun 2025, 13:01","","Rosca Scott (Halter)",,"",1,"normal",5,6,,,
"Costas e Bíceps","3 Jun 2025, 11:45","3 Jun 2025, 13:01","","Rosca Scott (Halter)",,"",2,"normal",5,6,,,
"Costas e Bíceps","3 Jun 2025, 11:45","3 Jun 2025, 13:01","","Rosca de Punho (Halter)",,"",0,"normal",6,3,,,
"Costas e Bíceps","3 Jun 2025, 11:45","3 Jun 2025, 13:01","","Rosca de Punho (Halter)",,"",1,"normal",6,2,,,
"Peito e Tríceps","2 Jun 2025, 09:54","2 Jun 2025, 10:38","","Supino (Barra)",,"",0,"normal",14,9,,,
"Peito e Tríceps","2 Jun 2025, 09:54","2 Jun 2025, 10:38","","Supino (Barra)",,"",1,"normal",14,11,,,
"Peito e Tríceps","2 Jun 2025, 09:54","2 Jun 2025, 10:38","","Supino (Barra)",,"",2,"normal",14,9,,,
"Peito e Tríceps","2 Jun 2025, 09:54","2 Jun 2025, 10:38","","Supino Inclinado (Barra)",,"",0,"normal",14,7,,,
"Peito e Tríceps","2 Jun 2025, 09:54","2 Jun 2025, 10:38","","Supino Inclinado (Barra)",,"",1,"normal",14,6,,,
"Peito e Tríceps","2 Jun 2025, 09:54","2 Jun 2025, 10:38","","Supino Inclinado (Barra)",,"",2,"normal",14,5,,,
"Peito e Tríceps","2 Jun 2025, 09:54","2 Jun 2025, 10:38","","Pec Deck",,"",0,"normal",30,7,,,
"Peito e Tríceps","2 Jun 2025, 09:54","2 Jun 2025, 10:38","","Pec Deck",,"",1,"normal",30,7,,,
"Peito e Tríceps","2 Jun 2025, 09:54","2 Jun 2025, 10:38","","Pec Deck",,"",2,"normal",30,6,,,
"Peito e Tríceps","2 Jun 2025, 09:54","2 Jun 2025, 10:38","","Tríceps na Polia com Corda",,"",0,"normal",20,15,,,
"Peito e Tríceps","2 Jun 2025, 09:54","2 Jun 2025, 10:38","","Tríceps na Polia com Corda",,"",1,"normal",25,8,,,
"Peito e Tríceps","2 Jun 2025, 09:54","2 Jun 2025, 10:38","","Tríceps na Polia com Corda",,"",2,"normal",25,8,,,
"Costas e Bíceps","29 Mai 2025, 08:59","29 Mai 2025, 10:03","","Remada (Halter)",,"",0,"normal",8,13,,,
"Costas e Bíceps","29 Mai 2025, 08:59","29 Mai 2025, 10:03","","Remada (Halter)",,"",1,"normal",8,12,,,
"Costas e Bíceps","29 Mai 2025, 08:59","29 Mai 2025, 10:03","","Remada (Halter)",,"",2,"normal",8,10,,,
"Costas e Bíceps","29 Mai 2025, 08:59","29 Mai 2025, 10:03","","Remo Sentado (Máquina)",,"",0,"normal",20,6,,,
"Costas e Bíceps","29 Mai 2025, 08:59","29 Mai 2025, 10:03","","Remo Sentado (Máquina)",,"",1,"normal",20,8,,,
"Costas e Bíceps","29 Mai 2025, 08:59","29 Mai 2025, 10:03","","Remo Sentado (Máquina)",,"",2,"normal",20,7,,,
"Costas e Bíceps","29 Mai 2025, 08:59","29 Mai 2025, 10:03","","Rosca Martelo Alternada",,"",0,"normal",6,12,,,
"Costas e Bíceps","29 Mai 2025, 08:59","29 Mai 2025, 10:03","","Rosca Martelo Alternada",,"",1,"normal",6,9,,,
"Costas e Bíceps","29 Mai 2025, 08:59","29 Mai 2025, 10:03","","Rosca Martelo Alternada",,"",2,"normal",6,8,,,
"Costas e Bíceps","29 Mai 2025, 08:59","29 Mai 2025, 10:03","","Rosca Direta (Halter)",,"",0,"normal",6,7,,,
"Costas e Bíceps","29 Mai 2025, 08:59","29 Mai 2025, 10:03","","Rosca Direta (Halter)",,"",1,"normal",6,8,,,
"Costas e Bíceps","29 Mai 2025, 08:59","29 Mai 2025, 10:03","","Rosca Direta (Halter)",,"",2,"normal",6,7,,,
"Costas e Bíceps","29 Mai 2025, 08:59","29 Mai 2025, 10:03","","Rosca Inclinada (Halter)",,"",0,"normal",4,7,,,
"Costas e Bíceps","29 Mai 2025, 08:59","29 Mai 2025, 10:03","","Rosca Inclinada (Halter)",,"",1,"normal",4,7,,,
"Costas e Bíceps","29 Mai 2025, 08:59","29 Mai 2025, 10:03","","Rosca Inclinada (Halter)",,"",2,"normal",4,7,,,
"Peito e Tríceps","28 Mai 2025, 12:58","28 Mai 2025, 14:18","","Supino Inclinado (Barra)",,"",0,"normal",10,9,,,
"Peito e Tríceps","28 Mai 2025, 12:58","28 Mai 2025, 14:18","","Supino Inclinado (Barra)",,"",1,"normal",10,8,,,
"Peito e Tríceps","28 Mai 2025, 12:58","28 Mai 2025, 14:18","","Supino Inclinado (Barra)",,"",2,"normal",10,8,,,
"Peito e Tríceps","28 Mai 2025, 12:58","28 Mai 2025, 14:18","","Supino Declinado (Barra)",,"",0,"normal",10,8,,,
"Peito e Tríceps","28 Mai 2025, 12:58","28 Mai 2025, 14:18","","Supino Declinado (Barra)",,"",1,"normal",10,9,,,
"Peito e Tríceps","28 Mai 2025, 12:58","28 Mai 2025, 14:18","","Supino Declinado (Barra)",,"",2,"normal",10,9,,,
"Peito e Tríceps","28 Mai 2025, 12:58","28 Mai 2025, 14:18","","Supino (Barra)",,"",0,"normal",10,8,,,
"Peito e Tríceps","28 Mai 2025, 12:58","28 Mai 2025, 14:18","","Supino (Barra)",,"",1,"normal",10,8,,,
"Peito e Tríceps","28 Mai 2025, 12:58","28 Mai 2025, 14:18","","Supino (Barra)",,"",2,"normal",10,6,,,
"Peito e Tríceps","28 Mai 2025, 12:58","28 Mai 2025, 14:18","","Tríceps na Polia com Corda",,"",0,"normal",20,8,,,
"Peito e Tríceps","28 Mai 2025, 12:58","28 Mai 2025, 14:18","","Tríceps na Polia com Corda",,"",1,"normal",20,6,,,
"Peito e Tríceps","28 Mai 2025, 12:58","28 Mai 2025, 14:18","","Tríceps na Polia com Corda",,"",2,"normal",20,8,,,
"Peito e Tríceps","28 Mai 2025, 12:58","28 Mai 2025, 14:18","","Tríceps na Polia com Corda",,"",3,"normal",15,11,,,
"Peito e Tríceps","28 Mai 2025, 12:58","28 Mai 2025, 14:18","","Extensão de Tríceps na Polia (Máquina)",,"",0,"normal",10,4,,,
"Peito e Tríceps","28 Mai 2025, 12:58","28 Mai 2025, 14:18","","Extensão de Tríceps na Polia (Máquina)",,"",1,"normal",10,8,,,
"Peito e Tríceps","28 Mai 2025, 12:58","28 Mai 2025, 14:18","","Extensão de Tríceps na Polia (Máquina)",,"",2,"normal",10,5,,,
"Peito e Tríceps","28 Mai 2025, 12:58","28 Mai 2025, 14:18","","Pec Deck",,"",0,"normal",20,10,,,
"Peito e Tríceps","28 Mai 2025, 12:58","28 Mai 2025, 14:18","","Pec Deck",,"",1,"normal",25,10,,,
"Peito e Tríceps","28 Mai 2025, 12:58","28 Mai 2025, 14:18","","Pec Deck",,"",2,"normal",25,10,,,
"Peito e Tríceps","28 Mai 2025, 12:58","28 Mai 2025, 14:18","","Extensão de Punho (Barra)",,"",0,"normal",10,6,,,
"Peito e Tríceps","28 Mai 2025, 12:58","28 Mai 2025, 14:18","","Extensão de Punho (Barra)",,"",1,"normal",10,5,,,
"Peito e Tríceps","28 Mai 2025, 12:58","28 Mai 2025, 14:18","","Extensão de Punho (Barra)",,"",2,"normal",10,7,,,
"Costas e Bíceps","27 Mai 2025, 11:24","27 Mai 2025, 12:50","","Remada (Halter)",,"",0,"normal",8,15,,,
"Costas e Bíceps","27 Mai 2025, 11:24","27 Mai 2025, 12:50","","Remada (Halter)",,"",1,"normal",8,15,,,
"Costas e Bíceps","27 Mai 2025, 11:24","27 Mai 2025, 12:50","","Remada (Halter)",,"",2,"normal",8,15,,,
"Costas e Bíceps","27 Mai 2025, 11:24","27 Mai 2025, 12:50","","Remo Sentado (Máquina)",,"",0,"normal",20,7,,,
"Costas e Bíceps","27 Mai 2025, 11:24","27 Mai 2025, 12:50","","Remo Sentado (Máquina)",,"",1,"normal",20,7,,,
"Costas e Bíceps","27 Mai 2025, 11:24","27 Mai 2025, 12:50","","Remo Sentado (Máquina)",,"",2,"normal",20,7,,,
"Costas e Bíceps","27 Mai 2025, 11:24","27 Mai 2025, 12:50","","Puxada Alta na Polia (Máquina)",,"",0,"normal",25,7,,,
"Costas e Bíceps","27 Mai 2025, 11:24","27 Mai 2025, 12:50","","Puxada Alta na Polia (Máquina)",,"",1,"normal",25,9,,,
"Costas e Bíceps","27 Mai 2025, 11:24","27 Mai 2025, 12:50","","Puxada Alta na Polia (Máquina)",,"",2,"normal",30,8,,,
"Costas e Bíceps","27 Mai 2025, 11:24","27 Mai 2025, 12:50","","Rosca Martelo Alternada",,"",0,"normal",7,6,,,
"Costas e Bíceps","27 Mai 2025, 11:24","27 Mai 2025, 12:50","","Rosca Martelo Alternada",,"",1,"normal",7,6,,,
"Costas e Bíceps","27 Mai 2025, 11:24","27 Mai 2025, 12:50","","Rosca Martelo Alternada",,"",2,"normal",7,5,,,
"Costas e Bíceps","27 Mai 2025, 11:24","27 Mai 2025, 12:50","","Rosca Direta (Halter)",,"",0,"normal",5,8,,,
"Costas e Bíceps","27 Mai 2025, 11:24","27 Mai 2025, 12:50","","Rosca Direta (Halter)",,"",1,"normal",5,7,,,
"Costas e Bíceps","27 Mai 2025, 11:24","27 Mai 2025, 12:50","","Rosca Direta (Halter)",,"",2,"normal",5,5,,,
"Costas e Bíceps","27 Mai 2025, 11:24","27 Mai 2025, 12:50","","Rosca Inclinada (Halter)",,"",0,"normal",4,5,,,
"Costas e Bíceps","27 Mai 2025, 11:24","27 Mai 2025, 12:50","","Rosca Inclinada (Halter)",,"",1,"normal",4,5,,,
"Costas e Bíceps","27 Mai 2025, 11:24","27 Mai 2025, 12:50","","Rosca Inclinada (Halter)",,"",2,"normal",4,4,,,
"Costas e Bíceps","27 Mai 2025, 11:24","27 Mai 2025, 12:50","","Rosca Scott (Halter)",,"",0,"normal",4,6,,,
"Costas e Bíceps","27 Mai 2025, 11:24","27 Mai 2025, 12:50","","Rosca Scott (Halter)",,"",1,"normal",4,5,,,
"Costas e Bíceps","27 Mai 2025, 11:24","27 Mai 2025, 12:50","","Rosca Scott (Halter)",,"",2,"normal",4,6,,,
"Costas e Bíceps","27 Mai 2025, 11:24","27 Mai 2025, 12:50","","Rosca de Punho (Halter)",,"",0,"normal",5,5,,,
"Costas e Bíceps","27 Mai 2025, 11:24","27 Mai 2025, 12:50","","Rosca de Punho (Halter)",,"",1,"normal",5,5,,,
"Peito e Tríceps","17 Fev 2025, 11:57","17 Fev 2025, 12:42","","Supino Inclinado (Barra)",,"",0,"normal",20,5,,,
"Peito e Tríceps","17 Fev 2025, 11:57","17 Fev 2025, 12:42","","Supino Inclinado (Barra)",,"",1,"normal",20,7,,,
"Peito e Tríceps","17 Fev 2025, 11:57","17 Fev 2025, 12:42","","Supino Inclinado (Barra)",,"",2,"normal",20,8,,,
"Peito e Tríceps","17 Fev 2025, 11:57","17 Fev 2025, 12:42","","Supino (Barra)",,"",0,"normal",20,9,,,
"Peito e Tríceps","17 Fev 2025, 11:57","17 Fev 2025, 12:42","","Supino (Barra)",,"",1,"normal",20,9,,,
"Peito e Tríceps","17 Fev 2025, 11:57","17 Fev 2025, 12:42","","Supino (Barra)",,"",2,"normal",20,9,,,
"Peito e Tríceps","17 Fev 2025, 11:57","17 Fev 2025, 12:42","","Pec Deck",,"",0,"normal",35,10,,,
"Peito e Tríceps","17 Fev 2025, 11:57","17 Fev 2025, 12:42","","Pec Deck",,"",1,"normal",40,7,,,
"Peito e Tríceps","17 Fev 2025, 11:57","17 Fev 2025, 12:42","","Pec Deck",,"",2,"normal",40,6,,,
"Peito e Tríceps","17 Fev 2025, 11:57","17 Fev 2025, 12:42","","Tríceps na Polia com Corda",,"",0,"normal",30,12,,,
"Peito e Tríceps","17 Fev 2025, 11:57","17 Fev 2025, 12:42","","Tríceps na Polia com Corda",,"",1,"normal",30,10,,,
"Peito e Tríceps","17 Fev 2025, 11:57","17 Fev 2025, 12:42","","Tríceps na Polia com Corda",,"",2,"normal",30,9,,,
"Peito e Tríceps","13 Fev 2025, 11:39","13 Fev 2025, 12:19","","Supino (Barra)",,"",0,"normal",20,7,,,
"Peito e Tríceps","13 Fev 2025, 11:39","13 Fev 2025, 12:19","","Supino (Barra)",,"",1,"normal",20,7,,,
"Peito e Tríceps","13 Fev 2025, 11:39","13 Fev 2025, 12:19","","Supino (Barra)",,"",2,"normal",20,6,,,
"Peito e Tríceps","13 Fev 2025, 11:39","13 Fev 2025, 12:19","","Supino Declinado (Barra)",,"",0,"normal",20,6,,,
"Peito e Tríceps","13 Fev 2025, 11:39","13 Fev 2025, 12:19","","Supino Declinado (Barra)",,"",1,"normal",20,5,,,
"Peito e Tríceps","13 Fev 2025, 11:39","13 Fev 2025, 12:19","","Supino Declinado (Barra)",,"",2,"normal",20,5,,,
"Peito e Tríceps","13 Fev 2025, 11:39","13 Fev 2025, 12:19","","Supino Inclinado (Barra)",,"",0,"normal",20,5,,,
"Peito e Tríceps","13 Fev 2025, 11:39","13 Fev 2025, 12:19","","Supino Inclinado (Barra)",,"",1,"normal",20,5,,,
"Peito e Tríceps","13 Fev 2025, 11:39","13 Fev 2025, 12:19","","Supino Inclinado (Barra)",,"",2,"normal",20,5,,,
"Peito e Tríceps","13 Fev 2025, 11:39","13 Fev 2025, 12:19","","Pec Deck",,"",0,"normal",40,8,,,
"Peito e Tríceps","13 Fev 2025, 11:39","13 Fev 2025, 12:19","","Pec Deck",,"",1,"normal",40,7,,,
"Peito e Tríceps","13 Fev 2025, 11:39","13 Fev 2025, 12:19","","Pec Deck",,"",2,"normal",30,10,,,
"Peito e Tríceps","1 Fev 2025, 11:34","1 Fev 2025, 12:19","","Supino Inclinado (Barra)",,"",0,"normal",18,8,,,
"Peito e Tríceps","1 Fev 2025, 11:34","1 Fev 2025, 12:19","","Supino Inclinado (Barra)",,"",1,"normal",18,8,,,
"Peito e Tríceps","1 Fev 2025, 11:34","1 Fev 2025, 12:19","","Supino Inclinado (Barra)",,"",2,"normal",18,8,,,
"Peito e Tríceps","1 Fev 2025, 11:34","1 Fev 2025, 12:19","","Supino Declinado (Barra)",,"",0,"normal",20,6,,,
"Peito e Tríceps","1 Fev 2025, 11:34","1 Fev 2025, 12:19","","Supino Declinado (Barra)",,"",1,"normal",20,6,,,
"Peito e Tríceps","1 Fev 2025, 11:34","1 Fev 2025, 12:19","","Supino Declinado (Barra)",,"",2,"normal",20,7,,,
"Peito e Tríceps","1 Fev 2025, 11:34","1 Fev 2025, 12:19","","Supino (Barra)",,"",0,"normal",20,7,,,
"Peito e Tríceps","1 Fev 2025, 11:34","1 Fev 2025, 12:19","","Supino (Barra)",,"",1,"normal",20,5,,,
"Peito e Tríceps","1 Fev 2025, 11:34","1 Fev 2025, 12:19","","Supino (Barra)",,"",2,"normal",20,6,,,
"Peito e Tríceps","1 Fev 2025, 11:34","1 Fev 2025, 12:19","","Tríceps na Polia com Corda",,"",0,"normal",30,11,,,
"Peito e Tríceps","1 Fev 2025, 11:34","1 Fev 2025, 12:19","","Tríceps na Polia com Corda",,"",1,"normal",30,11,,,
"Peito e Tríceps","1 Fev 2025, 11:34","1 Fev 2025, 12:19","","Tríceps na Polia com Corda",,"",2,"normal",30,8,,,
"Peito e Tríceps","1 Fev 2025, 11:34","1 Fev 2025, 12:19","","Pec Deck",,"",0,"normal",30,9,,,
"Peito e Tríceps","1 Fev 2025, 11:34","1 Fev 2025, 12:19","","Pec Deck",,"",1,"normal",40,8,,,
